Time [UTC], Temp OB [C], Temp RTC [C], Bat [V], Distace [mm], Pressure Atmos [mBar], Humidity [%], Temp Atmos [C],
2019/03/10 01:16:01,-1.39,0.75,4.31,1557,965.62,100.00,0.06,
2019/03/10 01:17:01,-1.39,0.75,4.31,1555,965.66,100.00,0.06,
2019/03/10 01:18:01,-1.39,0.50,4.32,1557,965.66,100.00,0.04,
2019/03/10 01:19:01,-1.39,0.75,4.31,1556,965.65,100.00,0.04,
2019/03/10 01:20:01,-1.39,0.75,4.23,1554,965.68,100.00,0.04,
2019/03/10 01:21:01,-1.39,0.75,4.32,1555,965.77,100.00,0.04,
2019/03/10 01:22:01,-1.39,0.50,4.23,1554,965.77,100.00,0.05,
2019/03/10 01:23:01,-1.39,0.75,4.22,1555,965.80,100.00,0.03,
2019/03/10 01:24:01,-1.39,0.75,4.31,1552,965.88,100.00,0.03,
2019/03/10 01:25:01,-1.39,0.75,4.23,1554,965.89,100.00,0.04,
2019/03/10 01:26:01,-1.39,0.75,4.32,1553,965.89,100.00,0.05,
2019/03/10 01:27:01,-1.39,0.75,4.23,1554,965.87,100.00,0.04,
2019/03/10 01:28:01,-1.39,0.75,4.31,1552,965.93,100.00,0.03,
2019/03/10 01:29:01,-1.39,0.50,4.32,1550,965.95,100.00,0.03,
2019/03/10 01:30:01,-1.39,0.75,4.23,1548,965.98,100.00,0.02,
2019/03/10 01:31:01,-1.39,0.50,4.32,1550,965.94,100.00,0.03,
2019/03/10 01:32:01,-1.39,0.75,4.31,1551,966.02,100.00,0.03,
2019/03/10 01:33:01,-1.39,0.75,4.38,1551,966.01,100.00,0.01,
2019/03/10 01:34:01,-1.39,0.75,4.31,1550,966.05,100.00,0.02,
2019/03/10 01:35:01,-1.39,0.75,4.32,1550,965.98,100.00,0.03,
2019/03/10 01:36:01,-1.39,0.75,4.22,1548,966.00,100.00,0.01,
2019/03/10 01:37:01,-1.39,0.75,4.31,1549,966.02,100.00,0.01,
2019/03/10 01:38:01,-1.39,0.75,4.32,1549,965.99,100.00,0.01,
2019/03/10 01:39:01,-1.39,0.50,4.23,1548,966.02,100.00,0.01,
2019/03/10 01:40:01,-1.39,0.50,4.22,1546,965.98,100.00,0.00,
2019/03/10 01:41:01,-1.52,0.75,4.37,1548,966.07,100.00,-0.01,
2019/03/10 01:42:01,-1.39,0.75,4.32,1547,966.13,100.00,-0.01,
2019/03/10 01:43:01,-1.39,0.75,4.22,1548,966.13,100.00,0.00,
2019/03/10 01:44:01,-1.52,0.50,4.36,1549,966.13,100.00,0.01,
2019/03/10 01:45:01,-1.52,0.50,4.43,1549,966.14,100.00,0.01,
2019/03/10 01:46:01,-1.52,0.50,4.36,1548,966.13,100.00,0.00,
2019/03/10 01:47:01,-1.52,0.75,4.43,1547,966.10,100.00,0.00,
2019/03/10 01:48:01,-1.39,0.75,4.31,1547,966.16,100.00,0.01,
2019/03/10 01:49:01,-1.52,0.50,4.37,1546,966.14,100.00,0.00,
2019/03/10 01:50:01,-1.52,0.50,4.43,1545,966.17,100.00,0.00,
2019/03/10 01:51:01,-1.52,0.50,4.43,1545,966.10,100.00,-0.01,
2019/03/10 01:52:01,-1.52,0.75,4.43,1545,966.14,100.00,-0.01,
2019/03/10 01:53:01,-1.39,0.50,4.31,1546,966.14,100.00,-0.02,
2019/03/10 01:54:01,-1.52,0.75,4.43,1544,966.08,100.00,-0.01,
2019/03/10 01:55:01,-1.52,0.50,4.37,1544,966.18,100.00,-0.02,
2019/03/10 01:56:01,-1.52,0.50,4.36,1544,966.22,100.00,-0.02,
2019/03/10 01:57:01,-1.52,0.50,4.43,1544,966.14,100.00,-0.03,
2019/03/10 01:58:01,-1.52,0.50,4.36,1547,966.18,100.00,-0.05,
2019/03/10 01:59:01,-1.52,0.50,4.43,1547,966.17,100.00,-0.06,
2019/03/10 02:00:01,-1.52,0.50,4.36,1546,966.14,100.00,-0.07,
2019/03/10 02:01:01,-1.52,0.50,4.43,1545,966.14,100.00,-0.06,
2019/03/10 02:02:01,-1.52,0.50,4.43,1543,966.20,100.00,-0.07,
2019/03/10 02:03:01,-1.52,0.50,4.36,1543,966.15,100.00,-0.08,
2019/03/10 02:04:01,-1.52,0.50,4.37,1545,966.11,100.00,-0.11,
2019/03/10 02:05:01,-1.52,0.50,4.43,1544,966.12,100.00,-0.13,
2019/03/10 02:06:01,-1.52,0.50,4.43,1543,966.14,100.00,-0.12,
2019/03/10 02:07:01,-1.52,0.50,4.43,1544,966.13,100.00,-0.12,
2019/03/10 02:08:01,-1.52,0.50,4.43,1543,966.13,100.00,-0.13,
2019/03/10 02:09:01,-1.52,0.50,4.43,1542,966.14,100.00,-0.13,
2019/03/10 02:10:01,-1.52,0.50,4.36,1544,966.15,100.00,-0.13,
2019/03/10 02:11:01,-1.52,0.50,4.43,1543,966.20,100.00,-0.12,
2019/03/10 02:12:01,-1.52,0.50,4.36,1543,966.08,100.00,-0.14,
2019/03/10 02:13:01,-1.52,0.50,4.37,1543,966.06,100.00,-0.13,
2019/03/10 02:14:01,-1.52,0.50,4.43,1544,966.12,100.00,-0.14,
2019/03/10 02:15:01,-1.52,0.50,4.43,1542,966.11,100.00,-0.15,
2019/03/10 02:16:01,-1.52,0.50,4.43,1541,966.16,100.00,-0.15,
2019/03/10 02:17:01,-1.52,0.50,4.43,1542,966.18,100.00,-0.16,
2019/03/10 02:18:01,-1.52,0.50,4.43,1542,966.16,100.00,-0.18,
2019/03/10 02:19:01,-1.52,0.50,4.36,1542,966.19,100.00,-0.17,
2019/03/10 02:20:01,-1.52,0.50,4.42,1541,966.24,100.00,-0.17,
2019/03/10 02:21:01,-1.64,0.50,4.32,1541,966.19,100.00,-0.18,
2019/03/10 02:22:01,-1.52,0.50,4.36,1542,966.24,100.00,-0.18,
2019/03/10 02:23:01,-1.64,0.50,4.31,1542,966.20,100.00,-0.19,
2019/03/10 02:24:01,-1.64,0.50,4.31,1541,966.22,100.00,-0.20,
2019/03/10 02:25:01,-1.64,0.50,4.22,1543,966.26,100.00,-0.21,
2019/03/10 02:26:01,-1.64,0.50,4.31,1542,966.27,100.00,-0.21,
2019/03/10 02:27:01,-1.64,0.50,4.22,1543,966.34,100.00,-0.22,
2019/03/10 02:28:01,-1.64,0.50,4.30,1542,966.30,100.00,-0.21,
2019/03/10 02:29:01,-1.52,0.50,4.37,1543,966.26,100.00,-0.24,
2019/03/10 02:30:01,-1.64,0.50,4.31,1544,966.25,100.00,-0.24,
2019/03/10 02:31:01,-1.64,0.50,4.22,1543,966.38,100.00,-0.23,
2019/03/10 02:32:01,-1.64,0.50,4.31,1543,966.33,100.00,-0.23,
2019/03/10 02:33:01,-1.64,0.50,4.22,1543,966.38,100.00,-0.22,
2019/03/10 02:34:01,-1.64,0.50,4.31,1544,966.32,100.00,-0.23,
2019/03/10 02:35:01,-1.64,0.50,4.31,1544,966.30,100.00,-0.27,
2019/03/10 02:36:01,-1.64,0.50,4.21,1543,966.34,100.00,-0.27,
2019/03/10 02:37:01,-1.64,0.50,4.31,1544,966.32,100.00,-0.26,
2019/03/10 02:38:01,-1.64,0.50,4.31,1542,966.32,100.00,-0.26,
2019/03/10 02:39:01,-1.64,0.50,4.31,1543,966.33,100.00,-0.27,
2019/03/10 02:40:01,-1.64,0.50,4.22,1543,966.34,100.00,-0.28,
2019/03/10 02:41:01,-1.64,0.50,4.31,1542,966.37,100.00,-0.28,
2019/03/10 02:42:01,-1.64,0.50,4.22,1544,966.42,100.00,-0.28,
2019/03/10 02:43:01,-1.64,0.25,4.31,1542,966.36,100.00,-0.28,
2019/03/10 02:44:01,-1.64,0.50,4.21,1543,966.36,100.00,-0.28,
2019/03/10 02:45:01,-1.64,0.50,4.22,1543,966.37,100.00,-0.30,
2019/03/10 02:46:01,-1.64,0.50,4.31,1544,966.38,100.00,-0.30,
2019/03/10 02:47:01,-1.64,0.50,4.22,1542,966.37,100.00,-0.30,
2019/03/10 02:48:01,-1.64,0.50,4.31,1542,966.40,100.00,-0.32,
2019/03/10 02:49:01,-1.64,0.25,4.22,1542,966.38,100.00,-0.31,
2019/03/10 02:50:01,-1.64,0.25,4.31,1541,966.44,100.00,-0.30,
2019/03/10 02:51:01,-1.64,0.50,4.31,1541,966.48,100.00,-0.30,
2019/03/10 02:52:01,-1.64,0.25,4.31,1541,966.47,100.00,-0.31,
2019/03/10 02:53:01,-1.76,0.25,4.40,1541,966.39,100.00,-0.31,
2019/03/10 02:54:01,-1.64,0.50,4.22,1541,966.47,100.00,-0.30,
2019/03/10 02:55:01,-1.64,0.50,4.31,1541,966.44,100.00,-0.30,
2019/03/10 02:56:01,-1.64,0.25,4.31,1541,966.42,100.00,-0.30,
2019/03/10 02:57:01,-1.76,0.25,4.34,1541,966.44,100.00,-0.33,
2019/03/10 02:58:01,-1.64,0.50,4.31,1542,966.37,100.00,-0.34,
2019/03/10 02:59:01,-1.64,0.25,4.31,1541,966.36,100.00,-0.35,
2019/03/10 03:00:01,-1.76,0.25,4.40,1544,966.41,100.00,-0.35,
2019/03/10 03:01:01,-1.76,0.50,4.32,1544,966.43,100.00,-0.34,
2019/03/10 03:02:01,-1.76,0.25,4.40,1543,966.44,100.00,-0.36,
2019/03/10 03:03:01,-1.76,0.50,4.40,1543,966.45,100.00,-0.38,
2019/03/10 03:04:01,-1.76,0.25,4.34,-5000,966.45,100.00,-0.40,
2019/03/10 03:05:01,-1.76,0.25,4.40,-5000,966.49,100.00,-0.42,
2019/03/10 03:06:01,-1.76,0.25,4.33,-5000,966.46,100.00,-0.43,
2019/03/10 03:07:01,-1.76,0.25,4.40,-5000,966.45,100.00,-0.44,
2019/03/10 03:08:01,-1.76,0.50,4.34,-5000,966.44,100.00,-0.44,
2019/03/10 03:09:01,-1.76,0.25,4.40,-5000,966.47,100.00,-0.45,
2019/03/10 03:10:01,-1.76,0.25,4.40,-5000,966.46,100.00,-0.46,
2019/03/10 03:11:01,-1.76,0.25,4.32,-5000,966.49,100.00,-0.48,
2019/03/10 03:12:01,-1.76,0.25,4.40,-5000,966.57,100.00,-0.48,
2019/03/10 03:13:01,-1.76,0.25,4.40,-5000,966.52,100.00,-0.49,
2019/03/10 03:14:01,-1.76,0.25,4.40,-5000,966.49,100.00,-0.50,
2019/03/10 03:15:01,-1.76,0.25,4.33,-5000,966.57,100.00,-0.50,
2019/03/10 03:16:01,-1.76,0.25,4.33,-5000,966.52,100.00,-0.51,
2019/03/10 03:17:01,-1.76,0.25,4.33,-5000,966.55,100.00,-0.53,
2019/03/10 03:18:01,-1.76,0.25,4.40,1545,966.56,100.00,-0.53,
2019/03/10 03:19:01,-1.89,0.25,4.48,1544,966.56,100.00,-0.54,
2019/03/10 03:20:01,-1.89,0.25,4.26,1545,966.55,100.00,-0.54,
2019/03/10 03:21:01,-1.89,0.25,4.48,1545,966.54,100.00,-0.56,
2019/03/10 03:22:01,-1.76,0.25,4.40,1544,966.59,100.00,-0.57,
2019/03/10 03:23:01,-1.89,0.25,4.25,1545,966.57,100.00,-0.58,
2019/03/10 03:24:01,-1.89,0.25,4.25,1544,966.57,100.00,-0.61,
2019/03/10 03:25:01,-1.89,0.25,4.25,1544,966.55,100.00,-0.62,
2019/03/10 03:26:01,-1.89,0.25,4.26,1544,966.55,100.00,-0.63,
2019/03/10 03:27:01,-1.89,0.25,4.25,1545,966.58,100.00,-0.64,
2019/03/10 03:28:01,-1.89,0.25,4.48,1543,966.54,100.00,-0.64,
2019/03/10 03:29:01,-1.89,0.25,4.26,1543,966.58,100.00,-0.65,
2019/03/10 03:30:01,-1.89,0.25,4.26,1543,966.68,100.00,-0.66,
2019/03/10 03:31:01,-1.89,0.25,4.16,1544,966.63,100.00,-0.66,
2019/03/10 03:32:01,-1.89,0.25,4.25,1544,966.60,100.00,-0.66,
2019/03/10 03:33:01,-1.89,0.25,4.25,1544,966.57,100.00,-0.66,
2019/03/10 03:34:01,-1.89,0.25,4.16,1543,966.63,100.00,-0.67,
2019/03/10 03:35:01,-1.89,0.00,4.26,1543,966.65,100.00,-0.68,
2019/03/10 03:36:01,-1.89,0.25,4.25,1544,966.61,100.00,-0.68,
2019/03/10 03:37:01,-1.89,0.25,4.48,1544,966.67,100.00,-0.69,
2019/03/10 03:38:01,-1.89,0.25,4.25,1545,966.68,100.00,-0.70,
2019/03/10 03:39:01,-2.01,0.00,4.28,1543,966.66,100.00,-0.70,
2019/03/10 03:40:01,-1.89,0.25,4.25,1544,966.63,100.00,-0.71,
2019/03/10 03:41:01,-2.01,0.25,4.18,1544,966.67,100.00,-0.71,
2019/03/10 03:42:01,-2.01,0.25,4.28,1543,966.64,100.00,-0.71,
2019/03/10 03:43:01,-2.01,0.25,4.27,1543,966.66,100.00,-0.72,
2019/03/10 03:44:01,-1.89,0.00,4.48,1543,966.68,100.00,-0.73,
2019/03/10 03:45:01,-2.01,0.00,4.27,1542,966.67,100.00,-0.73,
2019/03/10 03:46:01,-2.01,0.25,4.18,1542,966.71,100.00,-0.74,
2019/03/10 03:47:01,-2.01,0.25,4.27,1544,966.69,100.00,-0.74,
2019/03/10 03:48:01,-2.01,0.00,4.28,1542,966.78,100.00,-0.74,
2019/03/10 03:49:01,-2.01,0.00,4.27,1543,966.70,100.00,-0.76,
2019/03/10 03:50:01,-2.01,0.00,4.27,1542,966.78,100.00,-0.76,
2019/03/10 03:51:01,-2.01,0.25,4.18,1544,966.76,100.00,-0.78,
2019/03/10 03:52:01,-2.01,0.25,4.27,1543,966.80,100.00,-0.78,
2019/03/10 03:53:01,-2.01,0.25,4.18,1542,966.82,100.00,-0.78,
2019/03/10 03:54:01,-2.01,0.00,4.27,1543,966.88,100.00,-0.77,
2019/03/10 03:55:01,-2.01,0.00,4.18,1543,966.81,100.00,-0.77,
2019/03/10 03:56:01,-2.01,0.00,4.28,1542,966.83,100.00,-0.77,
2019/03/10 03:57:01,-2.01,0.00,4.17,1543,966.82,100.00,-0.78,
2019/03/10 03:58:01,-2.01,0.00,4.27,1543,966.75,100.00,-0.73,
2019/03/10 03:59:01,-2.01,0.00,4.18,1543,966.79,100.00,-0.73,
2019/03/10 04:00:01,-2.01,0.00,4.27,1544,966.79,100.00,-0.72,
2019/03/10 04:01:01,-2.01,0.00,4.27,1543,966.80,100.00,-0.73,
2019/03/10 04:02:01,-2.01,0.00,4.27,1543,966.80,100.00,-0.73,
2019/03/10 04:03:01,-2.01,0.00,4.17,1544,966.79,100.00,-0.73,
2019/03/10 04:04:01,-2.01,0.00,4.27,1543,966.79,100.00,-0.73,
2019/03/10 04:05:01,-2.01,0.00,4.27,1541,966.82,100.00,-0.73,
2019/03/10 04:06:01,-2.01,0.00,4.18,1543,966.76,100.00,-0.74,
2019/03/10 04:07:01,-2.01,0.00,4.28,1543,966.79,100.00,-0.75,
2019/03/10 04:08:01,-2.01,0.00,4.27,1542,966.72,100.00,-0.74,
2019/03/10 04:09:01,-2.01,0.00,4.18,1540,966.79,100.00,-0.75,
2019/03/10 04:10:01,-2.01,0.00,4.27,1540,966.80,100.00,-0.75,
2019/03/10 04:11:01,-2.01,0.00,4.18,1540,966.84,100.00,-0.75,
2019/03/10 04:12:01,-2.01,0.00,4.27,1538,966.84,100.00,-0.75,
2019/03/10 04:13:01,-2.01,0.00,4.27,1540,966.82,100.00,-0.75,
2019/03/10 04:14:01,-2.14,0.00,4.36,1539,966.80,100.00,-0.73,
2019/03/10 04:15:01,-2.01,0.00,4.16,1539,966.81,100.00,-0.73,
2019/03/10 04:16:01,-2.01,0.00,4.27,1540,966.82,100.00,-0.73,
2019/03/10 04:17:01,-2.01,0.00,4.18,1539,966.81,100.00,-0.70,
2019/03/10 04:18:01,-2.01,0.00,4.27,1539,966.81,100.00,-0.69,
2019/03/10 04:19:01,-2.01,0.00,4.27,1540,966.85,100.00,-0.68,
2019/03/10 04:20:01,-2.01,0.00,4.16,1539,966.83,100.00,-0.66,
2019/03/10 04:21:01,-2.01,0.00,4.27,1539,966.86,100.00,-0.64,
2019/03/10 04:22:01,-2.01,0.00,4.27,1539,966.85,100.00,-0.65,
2019/03/10 04:23:01,-2.01,0.00,4.30,1539,966.87,100.00,-0.65,
2019/03/10 04:24:01,-2.01,0.00,4.17,1539,966.88,100.00,-0.65,
2019/03/10 04:25:01,-2.01,0.00,4.27,1539,966.87,100.00,-0.67,
2019/03/10 04:26:01,-2.01,0.00,4.16,1539,966.84,100.00,-0.71,
2019/03/10 04:27:01,-2.14,0.00,4.42,1539,966.85,100.00,-0.73,
2019/03/10 04:28:01,-2.01,0.00,4.18,1539,966.86,100.00,-0.74,
2019/03/10 04:29:01,-2.01,0.00,4.27,1540,966.84,100.00,-0.74,
2019/03/10 04:30:01,-2.14,0.00,4.43,1541,966.82,100.00,-0.76,
2019/03/10 04:31:01,-2.14,0.00,4.42,1540,966.84,100.00,-0.77,
2019/03/10 04:32:01,-2.14,0.00,4.36,1539,966.84,100.00,-0.80,
2019/03/10 04:33:01,-2.14,0.00,4.42,1540,966.82,100.00,-0.81,
2019/03/10 04:34:01,-2.14,0.00,4.36,1539,966.88,100.00,-0.83,
2019/03/10 04:35:01,-2.14,0.00,4.43,1540,966.83,100.00,-0.85,
2019/03/10 04:36:01,-2.14,0.00,4.42,1540,966.82,100.00,-0.86,
2019/03/10 04:37:01,-2.14,0.00,4.42,1539,966.79,100.00,-0.87,
2019/03/10 04:38:01,-2.14,0.00,4.36,1540,966.72,100.00,-0.90,
2019/03/10 04:39:01,-2.14,0.00,4.43,1539,966.77,100.00,-0.90,
2019/03/10 04:40:01,-2.14,254.25,4.42,1540,966.77,100.00,-0.91,
2019/03/10 04:41:01,-2.14,0.00,4.42,1540,966.76,100.00,-0.91,
2019/03/10 04:42:01,-2.26,0.00,4.46,1540,966.72,100.00,-0.91,
2019/03/10 04:43:01,-2.14,254.25,4.43,1540,966.74,100.00,-0.91,
2019/03/10 04:44:01,-2.26,0.00,4.40,1540,966.73,100.00,-0.92,
2019/03/10 04:45:01,-2.26,254.25,4.45,1539,966.72,100.00,-0.93,
2019/03/10 04:46:01,-2.26,0.00,4.40,1540,966.74,100.00,-0.94,
2019/03/10 04:47:01,-2.26,254.25,4.39,1540,966.72,100.00,-0.94,
2019/03/10 04:48:01,-2.26,254.25,4.45,1539,966.71,100.00,-0.94,
2019/03/10 04:49:01,-2.26,254.25,4.45,1541,966.67,100.00,-0.95,
2019/03/10 04:50:01,-2.26,0.00,4.45,1540,966.71,100.00,-0.95,
2019/03/10 04:51:01,-2.26,254.25,4.40,1540,966.75,100.00,-0.96,
2019/03/10 04:52:01,-2.26,254.25,4.45,1541,966.69,100.00,-0.95,
2019/03/10 04:53:01,-2.26,0.00,4.45,1540,966.75,100.00,-0.96,
2019/03/10 04:54:01,-2.26,254.25,4.40,1541,966.81,100.00,-0.96,
2019/03/10 04:55:01,-2.26,254.25,4.40,1541,966.85,100.00,-0.96,
2019/03/10 04:56:01,-2.26,254.25,4.45,1540,966.82,100.00,-0.95,
2019/03/10 04:57:01,-2.26,254.25,4.45,1540,966.82,100.00,-0.95,
2019/03/10 04:58:01,-2.26,0.00,4.40,1540,966.79,100.00,-0.94,
2019/03/10 04:59:01,-2.26,254.25,4.45,1541,966.80,100.00,-0.94,
2019/03/10 05:00:01,-2.26,254.25,4.40,1540,966.79,100.00,-0.94,
2019/03/10 05:01:01,-2.26,254.25,4.39,1540,966.81,100.00,-0.94,
2019/03/10 05:02:01,-2.26,254.25,4.45,1541,966.89,100.00,-0.94,
2019/03/10 05:03:01,-2.26,254.25,4.40,1540,966.89,100.00,-0.95,
2019/03/10 05:04:01,-2.26,254.25,4.46,1539,966.88,100.00,-0.95,
2019/03/10 05:05:01,-2.38,254.25,4.37,1540,966.87,100.00,-0.96,
2019/03/10 05:06:01,-2.26,254.25,4.39,1541,966.91,100.00,-0.96,
2019/03/10 05:07:01,-2.26,254.25,4.40,1541,966.83,100.00,-0.97,
2019/03/10 05:08:01,-2.38,254.25,4.29,1540,966.82,100.00,-0.97,
2019/03/10 05:09:01,-2.26,254.25,4.45,1540,966.84,100.00,-0.97,
2019/03/10 05:10:01,-2.38,254.25,4.37,1540,966.90,100.00,-0.98,
2019/03/10 05:11:01,-2.38,254.25,4.37,1538,966.85,100.00,-0.98,
2019/03/10 05:12:01,-2.38,254.25,4.29,1539,966.85,100.00,-0.98,
2019/03/10 05:13:01,-2.38,254.25,4.37,1538,966.84,100.00,-1.00,
2019/03/10 05:14:01,-2.38,254.25,4.31,1540,966.87,100.00,-1.00,
2019/03/10 05:15:01,-2.38,254.25,4.36,1539,966.85,100.00,-1.01,
2019/03/10 05:16:01,-2.38,254.25,4.36,1539,966.86,100.00,-1.01,
2019/03/10 05:17:01,-2.38,254.25,4.38,1538,966.86,100.00,-1.03,
2019/03/10 05:18:01,-2.38,254.25,4.30,1538,966.90,100.00,-1.04,
2019/03/10 05:19:01,-2.38,254.25,4.38,1539,966.84,100.00,-1.04,
2019/03/10 05:20:01,-2.38,254.25,4.29,1538,966.84,100.00,-1.05,
2019/03/10 05:21:01,-2.38,254.25,4.30,1538,966.90,100.00,-1.05,
2019/03/10 05:22:01,-2.38,254.25,4.38,1538,966.85,100.00,-1.05,
2019/03/10 05:23:01,-2.38,254.25,4.30,1539,966.80,100.00,-1.06,
2019/03/10 05:24:01,-2.38,254.25,4.37,1537,966.80,100.00,-1.07,
2019/03/10 05:25:01,-2.38,254.25,4.29,1538,966.79,100.00,-1.07,
2019/03/10 05:26:01,-2.38,254.25,4.37,1539,966.83,100.00,-1.08,
2019/03/10 05:27:01,-2.38,254.25,4.30,1539,966.82,100.00,-1.08,
2019/03/10 05:28:01,-2.38,254.25,4.37,1538,966.77,100.00,-1.09,
2019/03/10 05:29:01,-2.38,254.25,4.30,1539,966.81,100.00,-1.10,
2019/03/10 05:30:01,-2.38,254.25,4.30,1539,966.80,100.00,-1.11,
2019/03/10 05:31:01,-2.38,254.25,4.36,1538,966.75,100.00,-1.12,
2019/03/10 05:32:01,-2.38,254.25,4.30,1539,966.80,100.00,-1.13,
2019/03/10 05:33:01,-2.38,254.25,4.36,1539,966.74,100.00,-1.13,
2019/03/10 05:34:01,-2.38,254.50,4.30,1539,966.78,100.00,-1.13,
2019/03/10 05:35:01,-2.38,254.25,4.38,1540,966.75,100.00,-1.12,
2019/03/10 05:36:01,-2.51,254.25,4.25,1537,966.76,100.00,-1.13,
2019/03/10 05:37:01,-2.38,254.25,4.36,1540,966.76,100.00,-1.13,
2019/03/10 05:38:01,-2.51,254.25,4.34,1539,966.74,100.00,-1.14,
2019/03/10 05:39:01,-2.51,254.25,4.34,1537,966.75,100.00,-1.15,
2019/03/10 05:40:01,-2.38,254.50,4.29,1537,966.76,100.00,-1.16,
2019/03/10 05:41:01,-2.51,254.50,4.34,1539,966.74,100.00,-1.17,
2019/03/10 05:42:01,-2.51,254.50,4.27,1561,966.73,100.00,-1.17,
2019/03/10 05:43:01,-2.51,254.25,4.34,1540,966.69,100.00,-1.16,
2019/03/10 05:44:01,-2.51,254.25,4.34,1539,966.71,100.00,-1.18,
2019/03/10 05:45:01,-2.51,254.50,4.26,1568,966.67,100.00,-1.19,
2019/03/10 05:46:01,-2.51,254.25,4.34,1571,966.68,100.00,-1.20,
2019/03/10 05:47:01,-2.51,254.25,4.33,1567,966.67,100.00,-1.20,
2019/03/10 05:48:01,-2.51,254.25,4.33,-5000,966.72,100.00,-1.21,
2019/03/10 05:49:01,-2.51,254.25,4.34,-5000,966.72,100.00,-1.21,
2019/03/10 05:50:01,-2.51,254.50,4.34,-5000,966.70,100.00,-1.22,
2019/03/10 05:51:01,-2.51,254.50,4.33,-5000,966.75,100.00,-1.23,
2019/03/10 05:52:01,-2.51,254.50,4.26,-5000,966.76,100.00,-1.25,
2019/03/10 05:53:01,-2.51,254.50,4.34,-5000,966.76,100.00,-1.25,
2019/03/10 05:54:01,-2.51,254.50,4.33,-5000,966.80,100.00,-1.26,
2019/03/10 05:55:01,-2.51,254.50,4.26,-5000,966.79,100.00,-1.27,
2019/03/10 05:56:01,-2.51,254.50,4.34,-5000,966.82,100.00,-1.28,
2019/03/10 05:57:01,-2.51,254.50,4.34,-5000,966.84,100.00,-1.28,
2019/03/10 05:58:01,-2.51,254.50,4.26,-5000,966.84,100.00,-1.28,
2019/03/10 05:59:01,-2.51,254.50,4.34,-5000,966.89,100.00,-1.29,
2019/03/10 06:00:01,-2.51,254.50,4.34,-5000,966.86,100.00,-1.29,
2019/03/10 06:01:01,-2.51,254.50,4.34,-5000,966.91,100.00,-1.30,
2019/03/10 06:02:01,-2.51,254.50,4.33,-5000,966.87,100.00,-1.31,
2019/03/10 06:03:01,-2.51,254.50,4.25,-5000,966.93,100.00,-1.32,
2019/03/10 06:04:01,-2.51,254.50,4.34,-5000,966.90,100.00,-1.32,
2019/03/10 06:05:01,-2.63,254.25,4.38,-5000,966.99,100.00,-1.32,
2019/03/10 06:06:01,-2.63,254.50,4.43,-5000,966.93,100.00,-1.32,
2019/03/10 06:07:01,-2.63,254.50,4.43,-5000,966.93,100.00,-1.32,
2019/03/10 06:08:01,-2.63,254.50,4.38,-5000,966.97,100.00,-1.31,
2019/03/10 06:09:01,-2.63,254.50,4.43,-5000,966.99,100.00,-1.30,
2019/03/10 06:10:01,-2.63,254.50,4.43,-5000,966.96,100.00,-1.29,
2019/03/10 06:11:01,-2.63,254.50,4.43,-5000,967.00,100.00,-1.28,
2019/03/10 06:12:01,-2.63,254.50,4.37,-5000,967.07,100.00,-1.28,
2019/03/10 06:13:01,-2.63,254.50,4.43,-5000,967.06,100.00,-1.28,
2019/03/10 06:14:01,-2.63,254.50,4.43,-5000,967.11,100.00,-1.28,
2019/03/10 06:15:01,-2.63,254.50,4.43,-5000,967.13,100.00,-1.30,
2019/03/10 06:16:01,-2.63,254.50,4.37,-5000,967.13,100.00,-1.32,
2019/03/10 06:17:01,-2.63,254.50,4.43,-5000,967.25,100.00,-1.32,
2019/03/10 06:18:01,-2.63,254.50,4.37,-5000,967.23,100.00,-1.33,
2019/03/10 06:19:01,-2.63,254.50,4.43,-5000,967.29,100.00,-1.34,
2019/03/10 06:20:01,-2.63,254.50,4.43,-5000,967.27,100.00,-1.35,
2019/03/10 06:21:01,-2.63,254.50,4.43,-5000,967.34,100.00,-1.35,
2019/03/10 06:22:01,-2.63,254.50,4.38,-5000,967.37,100.00,-1.36,
2019/03/10 06:23:01,-2.63,254.50,4.43,-5000,967.34,100.00,-1.37,
2019/03/10 06:24:01,-2.63,254.50,4.38,-5000,967.36,100.00,-1.37,
2019/03/10 06:25:01,-2.63,254.50,4.43,-5000,967.41,100.00,-1.36,
2019/03/10 06:26:01,-2.63,254.50,4.43,-5000,967.41,100.00,-1.37,
2019/03/10 06:27:01,-2.63,254.50,4.37,-5000,967.38,100.00,-1.37,
2019/03/10 06:28:01,-2.63,254.50,4.43,-5000,967.42,100.00,-1.36,
2019/03/10 06:29:01,-2.63,254.50,4.43,-5000,967.45,100.00,-1.37,
2019/03/10 06:30:01,-2.63,254.50,4.38,-5000,967.52,100.00,-1.34,
2019/03/10 06:31:01,-2.76,254.50,4.31,-5000,967.42,100.00,-1.32,
2019/03/10 06:32:01,-2.63,254.50,4.43,-5000,967.54,100.00,-1.33,
2019/03/10 06:33:01,-2.63,254.50,4.37,-5000,967.53,100.00,-1.35,
2019/03/10 06:34:01,-2.63,254.50,4.43,-5000,967.54,100.00,-1.33,
2019/03/10 06:35:01,-2.63,254.50,4.43,-5000,967.47,100.00,-1.33,
2019/03/10 06:36:01,-2.63,254.50,4.43,-5000,967.48,100.00,-1.33,
2019/03/10 06:37:01,-2.76,254.50,4.30,-5000,967.54,100.00,-1.35,
2019/03/10 06:38:01,-2.63,254.50,4.43,-5000,967.52,100.00,-1.35,
