Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Humidity [%], Temp Atmos [C],Distace [mm], 
2020/03/12 01:34:21,953.13,29.81,8.83,9.50,4.68,53.78,11.84,1854,
2020/03/12 01:39:21,952.85,29.67,9.35,10.25,4.68,54.57,11.28,1880,
2020/03/12 01:44:21,952.99,29.36,9.48,10.25,4.68,55.27,11.31,1857,
2020/03/12 01:49:21,953.00,28.80,9.35,10.25,4.68,56.67,11.14,1889,
2020/03/12 01:54:21,952.65,29.55,9.47,10.25,4.68,53.92,11.46,1915,
2020/03/12 01:59:21,952.77,29.09,9.53,10.25,4.68,55.59,11.24,1823,
2020/03/12 02:04:21,952.36,28.79,9.40,10.00,4.68,57.88,9.65,1895,
2020/03/12 02:09:21,952.46,29.04,9.14,9.75,4.68,55.08,10.63,1928,
2020/03/12 02:14:21,952.74,29.22,9.26,10.00,4.68,54.63,11.31,1889,
2020/03/12 02:19:21,952.46,29.54,9.50,10.25,4.68,53.09,11.31,1921,
2020/03/12 02:24:21,952.65,29.52,9.76,10.50,4.68,51.82,11.70,1914,
2020/03/12 02:29:21,952.65,28.76,9.68,10.50,4.68,54.97,10.88,1902,
2020/03/12 02:34:21,952.39,28.86,9.45,10.25,4.68,55.08,10.20,1897,
2020/03/12 02:39:21,952.56,28.97,9.17,10.00,4.68,56.23,10.18,1924,
2020/03/12 02:44:21,952.55,28.98,8.90,9.75,4.68,56.98,10.10,1877,
2020/03/12 02:49:21,952.47,29.25,8.95,9.75,4.68,55.17,10.51,1895,
2020/03/12 02:54:21,952.31,29.04,8.95,9.75,4.68,56.95,9.62,1864,
2020/03/12 02:59:21,952.35,28.96,8.72,9.50,4.68,58.29,9.29,1892,
2020/03/12 03:04:21,952.23,28.78,8.42,9.25,4.68,60.06,8.66,1939,
2020/03/12 03:09:21,952.44,29.04,8.16,8.75,4.68,58.36,9.24,2039,
2020/03/12 03:14:21,952.60,29.14,8.01,8.75,4.68,58.31,9.29,1890,
2020/03/12 03:19:21,952.48,29.03,7.91,8.75,4.68,59.99,8.62,1905,
2020/03/12 03:24:21,952.37,28.82,7.67,8.25,4.68,61.65,8.17,1899,
2020/03/12 03:29:21,952.69,29.02,7.38,8.25,4.68,59.36,9.15,1902,
2020/03/12 03:34:21,952.82,29.38,7.37,8.00,4.68,58.11,10.02,1906,
2020/03/12 03:39:21,952.76,29.89,7.78,8.50,4.68,54.59,10.91,1914,
2020/03/12 03:44:21,952.32,28.57,7.90,8.75,4.68,63.83,8.18,1900,
2020/03/12 03:49:21,952.39,29.11,7.67,8.50,4.68,59.22,9.25,1896,
2020/03/12 03:54:21,952.28,29.12,7.65,8.50,4.68,59.99,9.03,1885,
2020/03/12 03:59:21,952.31,29.08,7.57,8.25,4.68,61.54,8.87,1953,
2020/03/12 04:04:21,952.22,29.16,7.55,8.25,4.68,61.28,8.61,1903,
2020/03/12 04:09:21,952.38,29.19,7.49,8.25,4.68,59.45,9.33,1893,
2020/03/12 04:14:21,952.20,28.99,7.42,8.25,4.68,61.24,8.46,1897,
2020/03/12 04:19:21,952.30,28.64,7.12,8.00,4.68,63.93,7.99,1976,
2020/03/12 04:24:21,952.33,28.75,6.86,7.50,4.68,62.86,8.16,1905,
2020/03/12 04:29:21,952.14,28.30,6.55,7.25,4.68,69.02,6.19,1901,
2020/03/12 04:34:21,952.37,28.44,6.12,7.00,4.68,68.60,6.66,1902,
2020/03/12 04:39:21,952.44,28.58,5.80,6.50,4.68,68.77,6.98,1906,
2020/03/12 04:44:21,952.55,28.56,5.63,6.50,4.68,69.75,6.72,1914,
2020/03/12 04:49:21,952.29,28.71,5.52,6.25,4.68,68.34,6.93,1875,
2020/03/12 04:54:21,952.22,28.87,5.57,6.25,4.68,67.94,6.72,1914,
2020/03/12 04:59:21,952.44,28.76,5.53,6.25,4.68,68.52,7.08,1918,
2020/03/12 05:04:21,952.33,28.84,5.52,6.25,4.68,68.26,7.27,1891,
2020/03/12 05:09:21,952.23,28.91,5.59,6.25,4.68,67.76,7.17,1903,
2020/03/12 05:14:21,952.32,28.87,5.59,6.25,4.68,67.85,7.14,1900,
2020/03/12 05:19:21,952.23,29.08,5.72,6.50,4.68,66.70,7.41,1984,
2020/03/12 05:24:21,952.16,29.20,5.87,6.50,4.68,66.54,7.60,1910,
2020/03/12 05:29:21,952.09,29.11,5.91,6.50,4.68,67.20,7.42,1896,
2020/03/12 05:34:21,952.04,29.00,5.87,6.75,4.68,67.78,7.08,1886,
2020/03/12 05:39:21,951.96,28.93,5.79,6.50,4.68,68.36,7.05,1890,
2020/03/12 05:44:21,952.13,29.07,5.72,6.50,4.68,67.41,7.52,1879,
2020/03/12 05:49:21,951.86,29.42,5.91,6.75,4.68,65.72,7.72,1934,
2020/03/12 05:54:21,951.79,29.25,6.04,6.75,4.68,66.02,7.54,1881,
2020/03/12 05:59:21,951.71,29.00,6.05,6.75,4.68,66.94,7.30,1914,
2020/03/12 06:04:21,951.70,28.67,5.89,6.50,4.68,69.51,6.61,1944,
2020/03/12 06:09:21,951.70,28.60,5.58,6.25,4.68,72.70,6.35,1902,
2020/03/12 06:14:21,951.70,28.60,5.21,6.00,4.68,73.30,6.19,1891,
2020/03/12 06:19:21,951.68,28.62,4.95,5.75,4.68,72.96,6.40,1900,
2020/03/12 06:24:21,951.63,28.79,4.77,5.50,4.68,70.48,6.36,1935,
2020/03/12 06:29:21,951.51,28.66,4.65,5.50,4.68,73.65,5.64,1896,
2020/03/12 06:34:21,951.61,28.71,4.45,5.25,4.68,74.08,5.86,1960,
2020/03/12 06:39:21,951.59,28.67,4.29,5.00,4.68,73.07,5.82,1886,
2020/03/12 06:44:21,951.78,28.88,4.23,5.00,4.68,70.29,6.53,1894,
2020/03/12 06:49:21,951.83,28.89,4.32,5.00,4.68,70.40,6.51,1908,
2020/03/12 06:54:21,951.68,28.89,4.38,5.25,4.68,69.75,6.27,1898,
2020/03/12 06:59:21,951.80,28.63,4.24,5.00,4.68,75.22,5.64,1908,
2020/03/12 07:04:21,951.77,28.68,4.06,5.00,4.68,75.40,5.54,1869,
2020/03/12 07:09:21,951.84,28.83,3.98,4.75,4.68,75.15,6.06,1896,
2020/03/12 07:14:21,951.82,28.81,3.98,4.75,4.68,74.85,5.76,1914,
2020/03/12 07:19:21,951.86,28.88,3.99,4.75,4.68,73.30,5.98,1907,
2020/03/12 07:24:21,951.78,28.69,3.98,4.75,4.68,75.62,5.41,1910,
2020/03/12 07:29:21,951.87,28.54,3.79,4.75,4.68,76.97,5.24,1915,
2020/03/12 07:34:21,951.96,28.58,3.63,4.50,4.68,76.90,5.13,1853,
2020/03/12 07:39:21,951.90,28.70,3.58,4.25,4.68,76.63,5.24,1939,
2020/03/12 07:44:21,952.06,28.69,3.53,4.25,4.68,76.46,5.38,1904,
2020/03/12 07:49:21,951.88,28.75,3.56,4.25,4.68,75.77,5.32,1918,
2020/03/12 07:54:21,951.90,28.64,3.54,4.25,4.68,77.20,4.93,1906,
2020/03/12 07:59:21,951.97,28.75,3.50,4.25,4.68,76.54,5.30,1900,
2020/03/12 08:04:21,951.90,28.78,3.56,4.25,4.68,76.51,5.20,1919,
2020/03/12 08:09:21,951.88,28.73,3.53,4.25,4.68,77.29,4.97,1895,
2020/03/12 08:14:21,951.96,28.82,3.57,4.25,4.68,75.31,5.80,1896,
2020/03/12 08:19:21,951.83,28.84,3.74,4.50,4.68,74.84,5.72,1899,
2020/03/12 08:24:21,951.83,28.83,3.88,4.50,4.68,75.27,5.53,1909,
2020/03/12 08:29:21,952.00,28.89,3.98,4.75,4.68,74.54,5.90,1902,
2020/03/12 08:34:21,951.90,29.03,4.12,5.00,4.68,73.41,6.05,1904,
2020/03/12 08:39:21,951.79,29.01,4.29,5.00,4.68,73.27,6.11,1906,
2020/03/12 08:44:21,951.75,29.03,4.41,5.25,4.68,72.66,6.25,1904,
2020/03/12 08:49:21,951.66,28.93,4.48,5.25,4.68,73.57,5.91,1905,
2020/03/12 08:54:21,951.65,28.93,4.44,5.00,4.68,74.48,5.64,1906,
2020/03/12 08:59:21,951.67,28.96,4.40,5.00,4.68,74.78,5.79,1911,
2020/03/12 09:04:21,951.65,28.88,4.37,5.00,4.68,75.75,5.84,1910,
2020/03/12 09:09:21,951.65,28.94,4.33,5.00,4.68,74.88,5.98,1904,
2020/03/12 09:14:21,951.45,28.97,4.31,5.00,4.68,74.15,5.95,1905,
2020/03/12 09:19:21,951.34,28.94,4.26,5.00,4.68,73.96,5.91,1906,
2020/03/12 09:24:21,951.29,28.86,4.17,4.75,4.68,74.38,5.83,1911,
2020/03/12 09:29:21,951.16,28.94,4.14,5.00,4.68,73.81,5.86,1904,
2020/03/12 09:34:21,951.22,28.92,4.14,5.00,4.68,74.25,5.60,1904,
2020/03/12 09:39:21,951.28,28.75,3.99,4.75,4.68,76.59,5.25,1907,
2020/03/12 09:44:21,951.28,28.71,3.81,4.50,4.68,79.83,4.94,1915,
2020/03/12 09:49:21,951.35,28.78,3.67,4.50,4.68,77.95,5.32,1909,
2020/03/12 09:54:21,951.37,28.84,3.63,4.50,4.68,76.26,5.67,1890,
2020/03/12 09:59:21,951.35,28.82,3.60,4.50,4.68,76.29,5.38,1882,
2020/03/12 10:04:21,951.19,28.56,3.46,4.25,4.68,78.70,4.68,1908,
2020/03/12 10:09:21,951.19,28.54,3.24,4.00,4.68,79.24,4.68,1872,
2020/03/12 10:14:21,951.24,28.46,3.06,3.75,4.68,82.65,4.48,1914,
2020/03/12 10:19:21,951.58,28.55,2.84,3.50,4.68,82.01,4.63,1916,
2020/03/12 10:24:21,951.60,28.75,2.81,3.50,4.68,80.46,5.05,1913,
2020/03/12 10:29:21,951.71,28.81,2.92,3.75,4.68,80.39,5.24,1888,
2020/03/12 10:34:21,951.60,29.04,3.10,3.75,4.68,80.02,5.71,1916,
2020/03/12 10:39:21,951.67,28.98,3.32,4.00,4.68,79.83,5.50,1917,
2020/03/12 10:44:21,951.56,28.84,3.43,4.25,4.68,79.92,5.32,1916,
2020/03/12 10:49:21,951.52,28.74,3.44,4.25,4.68,79.51,5.04,1905,
2020/03/12 10:54:21,951.56,28.65,3.39,4.25,4.68,80.65,4.54,1917,
2020/03/12 10:59:21,951.58,28.81,3.29,4.00,4.68,80.48,4.82,1923,
2020/03/12 11:04:21,951.46,28.92,3.38,4.25,4.68,79.30,5.08,1914,
2020/03/12 11:09:21,951.27,28.88,3.51,4.25,4.68,79.54,5.09,1903,
2020/03/12 11:14:21,951.27,28.87,3.59,4.25,4.68,80.02,5.12,1902,
2020/03/12 11:19:21,951.35,28.86,3.65,4.25,4.68,79.19,5.09,1890,
2020/03/12 11:24:21,951.39,28.94,3.73,4.50,4.68,78.67,5.20,1907,
2020/03/12 11:29:21,951.52,28.97,3.83,4.50,4.68,78.30,5.36,1897,
2020/03/12 11:34:21,951.40,28.93,3.90,4.75,4.68,78.90,5.41,1902,
2020/03/12 11:39:21,951.34,28.91,3.92,4.75,4.68,79.80,5.52,1903,
2020/03/12 11:44:21,951.33,28.97,4.02,4.75,4.68,76.85,5.61,1902,
2020/03/12 11:49:21,951.21,28.85,4.11,5.00,4.68,77.28,5.20,1899,
2020/03/12 11:54:21,951.27,28.92,4.21,5.00,4.68,76.40,5.60,1895,
2020/03/12 11:59:21,951.27,28.80,4.32,5.00,4.68,77.36,5.57,1904,
2020/03/12 12:04:21,951.12,28.72,4.40,5.25,4.68,77.64,5.60,1899,
2020/03/12 12:09:21,950.95,28.57,4.37,5.25,4.68,78.49,5.23,1892,
2020/03/12 12:14:21,950.90,28.48,4.33,5.25,4.68,79.38,5.16,1902,
2020/03/12 12:19:21,950.94,28.52,4.32,5.00,4.68,77.92,5.32,1889,
2020/03/12 12:24:21,951.16,28.50,4.36,5.00,4.68,78.38,5.47,1905,
2020/03/12 12:29:21,951.12,28.67,4.49,5.25,4.68,76.81,5.80,1905,
2020/03/12 12:34:21,950.98,28.54,4.65,5.50,4.68,78.99,5.42,1898,
2020/03/12 12:39:21,951.10,28.66,4.80,5.50,4.68,78.88,5.87,1905,
2020/03/12 12:44:21,950.98,28.82,5.08,5.75,4.68,76.78,6.08,1912,
2020/03/12 12:49:21,950.80,28.65,5.33,6.00,4.68,76.17,6.01,1905,
2020/03/12 12:54:21,950.77,28.49,5.42,6.00,4.68,77.58,5.63,1908,
2020/03/12 12:59:21,950.78,28.66,5.50,6.25,4.68,76.51,5.80,1908,
2020/03/12 13:04:21,950.83,28.75,5.65,6.50,4.68,76.22,6.05,1908,
2020/03/12 13:09:21,950.81,28.55,5.80,6.50,4.68,77.49,5.87,1910,
2020/03/12 13:14:21,950.86,28.72,5.89,6.50,4.68,77.04,6.35,1908,
2020/03/12 13:19:21,950.80,29.07,6.08,6.75,4.68,76.97,6.75,1912,
2020/03/12 13:24:21,950.78,29.43,6.43,7.25,4.68,76.72,7.13,1918,
2020/03/12 13:29:21,950.73,29.19,6.74,7.50,4.68,77.21,6.84,1917,
2020/03/12 13:34:21,950.76,29.41,6.99,7.75,4.68,75.46,7.08,1925,
2020/03/12 13:39:21,950.55,29.38,7.17,8.00,4.68,76.17,6.84,1886,
2020/03/12 13:44:21,950.48,28.97,7.21,8.00,4.68,76.23,6.55,1893,
2020/03/12 13:49:21,950.55,28.51,7.09,7.75,4.68,76.86,6.28,1899,
2020/03/12 13:54:21,950.58,28.29,6.94,7.75,4.68,76.47,6.13,1909,
2020/03/12 13:59:21,950.66,28.11,6.76,7.50,4.68,77.08,6.06,1913,
2020/03/12 14:04:21,950.67,28.20,6.63,7.50,4.68,76.43,6.31,1908,
2020/03/12 14:09:21,950.59,28.14,6.63,7.25,4.68,77.01,6.29,1905,
2020/03/12 14:14:21,950.50,27.96,6.55,7.25,4.68,78.23,6.12,1900,
2020/03/12 14:19:21,950.54,27.85,6.37,7.25,4.68,78.19,5.91,1897,
2020/03/12 14:24:21,950.59,27.90,6.22,7.00,4.68,77.79,5.84,1852,
2020/03/12 14:29:21,950.57,28.07,6.15,7.00,4.68,76.39,6.08,1893,
2020/03/12 14:34:21,950.84,28.11,6.14,7.00,4.68,75.90,6.73,1890,
2020/03/12 14:39:21,950.66,28.26,6.30,7.00,4.68,74.82,6.55,1899,
2020/03/12 14:44:21,950.57,28.12,6.47,7.25,4.68,74.66,6.36,1885,
2020/03/12 14:49:21,950.68,28.32,6.65,7.50,4.68,73.57,6.62,1872,
2020/03/12 14:54:21,950.47,28.28,6.93,7.75,4.68,73.58,6.28,1891,
2020/03/12 14:59:21,950.46,27.83,7.01,7.75,4.68,74.74,6.09,1898,
2020/03/12 15:04:21,950.55,27.77,7.04,7.75,4.68,74.49,6.28,1870,
2020/03/12 15:09:21,950.37,27.65,7.02,7.75,4.68,75.31,5.95,1904,
2020/03/12 15:14:21,950.30,27.62,6.88,7.50,4.68,75.42,5.95,1896,
2020/03/12 15:19:21,950.31,27.64,6.67,7.25,4.68,75.76,5.95,1910,
2020/03/12 15:24:21,950.31,27.68,6.50,7.25,4.68,75.87,5.93,1909,
2020/03/12 15:29:21,950.37,27.87,6.39,7.00,4.68,75.13,6.17,1901,
2020/03/12 15:34:21,950.30,27.92,6.44,7.25,4.68,75.53,6.09,1921,
2020/03/12 15:39:21,950.24,27.89,6.46,7.25,4.68,75.54,6.15,1919,
2020/03/12 15:44:21,950.21,27.87,6.41,7.25,4.68,75.52,6.16,1927,
2020/03/12 15:49:21,950.19,27.87,6.29,7.00,4.68,75.27,6.12,1918,
2020/03/12 15:54:21,950.30,27.98,6.16,6.75,4.68,75.26,6.17,2023,
2020/03/12 15:59:21,950.35,28.12,6.17,7.00,4.68,75.37,6.17,1919,
2020/03/12 16:04:21,950.37,28.10,6.27,7.00,4.68,76.32,6.28,1919,
2020/03/12 16:09:21,950.22,28.05,6.34,7.00,4.68,76.38,6.02,1875,
2020/03/12 16:14:21,950.23,28.04,6.26,7.00,4.68,76.32,6.31,1879,
2020/03/12 16:19:21,950.19,28.12,6.21,7.00,4.68,75.89,6.38,1886,
2020/03/12 16:24:21,950.08,28.14,6.13,6.75,4.68,75.92,6.42,1925,
2020/03/12 16:29:21,950.02,28.17,6.00,6.75,4.68,75.42,6.24,1949,
2020/03/12 16:34:21,950.05,28.37,5.84,6.50,4.68,75.09,6.36,1956,
2020/03/12 16:39:21,950.06,28.54,5.73,6.50,4.68,75.24,6.36,1911,
2020/03/12 16:44:21,949.96,28.63,5.65,6.25,4.68,75.88,6.15,1932,
2020/03/12 16:49:21,950.04,28.81,5.63,6.25,4.68,75.18,6.38,1891,
2020/03/12 16:54:21,950.01,28.83,5.71,6.50,4.68,75.51,6.43,1947,
2020/03/12 16:59:21,949.91,28.76,5.82,6.50,4.68,75.40,6.36,1905,
2020/03/12 17:04:21,949.82,28.62,5.81,6.50,4.68,76.37,6.20,1888,
2020/03/12 17:09:21,949.82,28.61,5.66,6.25,4.68,76.53,6.08,1880,
2020/03/12 17:14:21,949.77,28.57,5.45,6.25,4.68,77.55,5.74,1911,
2020/03/12 17:19:21,949.97,28.66,5.32,6.00,4.68,78.05,5.86,1894,
2020/03/12 17:24:21,950.49,29.48,5.57,6.25,4.68,75.86,7.02,1903,
2020/03/12 17:29:21,949.97,29.97,6.52,7.25,4.68,72.51,7.42,1903,
2020/03/12 17:34:21,949.56,28.90,7.03,7.75,4.68,75.84,6.51,1920,
2020/03/12 17:39:21,949.90,28.60,6.96,7.75,4.68,76.34,6.31,1922,
2020/03/12 17:44:21,949.81,28.51,6.83,7.50,4.68,77.06,6.17,1924,
2020/03/12 17:49:21,949.72,28.18,6.58,7.25,4.68,78.42,5.60,1907,
2020/03/12 17:54:21,949.96,28.29,6.32,7.00,4.68,77.73,6.11,1910,
2020/03/12 17:59:21,949.83,28.40,6.31,7.00,4.68,78.43,6.17,1914,
2020/03/12 18:04:21,949.73,28.19,6.25,7.00,4.68,78.62,6.12,1932,
2020/03/12 18:09:21,949.93,28.47,6.16,7.00,4.68,77.86,6.58,1908,
2020/03/12 18:14:21,949.99,29.07,6.38,7.00,4.68,75.62,7.24,1909,
2020/03/12 18:19:21,949.65,28.97,6.84,7.50,4.68,75.91,6.80,1976,
2020/03/12 18:24:21,949.76,28.57,6.94,7.75,4.68,76.97,6.98,1941,
2020/03/12 18:29:21,949.68,28.57,6.96,7.75,4.68,76.87,6.88,1923,
2020/03/12 18:34:21,949.53,28.54,7.00,7.75,4.68,76.40,6.90,1971,
2020/03/12 18:39:21,949.48,28.53,7.21,8.00,4.68,76.03,6.84,1901,
2020/03/12 18:44:21,949.41,28.17,7.52,8.25,4.68,75.92,7.01,1911,
2020/03/12 18:49:21,949.22,27.83,7.65,8.25,4.68,76.29,6.60,1886,
2020/03/12 18:54:21,949.32,27.52,7.60,8.25,4.68,77.08,6.64,1871,
2020/03/12 18:59:21,949.51,27.46,7.35,8.00,4.68,77.92,6.60,1903,
2020/03/12 19:04:21,949.53,27.86,7.26,8.00,4.68,75.92,7.02,1904,
2020/03/12 19:09:21,949.24,27.84,7.36,8.00,4.68,75.91,7.09,1921,
2020/03/12 19:14:21,949.28,27.65,7.26,8.00,4.68,76.75,6.73,1900,
2020/03/12 19:19:21,949.43,27.71,7.00,7.75,4.68,76.97,6.73,1898,
2020/03/12 19:24:21,949.38,28.08,6.94,7.75,4.68,75.63,6.99,1903,
2020/03/12 19:29:21,949.37,27.91,7.08,7.75,4.68,76.43,6.87,1918,
2020/03/12 19:34:21,949.30,27.75,7.08,7.75,4.68,77.52,6.66,1908,
2020/03/12 19:39:21,949.25,27.86,7.06,7.75,4.68,76.53,6.94,1910,
2020/03/12 19:44:21,949.21,28.00,7.10,8.00,4.68,74.56,7.14,1916,
2020/03/12 19:49:21,949.15,28.29,7.30,8.00,4.68,73.87,7.21,1890,
2020/03/12 19:54:21,949.06,27.83,7.54,8.25,4.68,74.45,7.38,1862,
2020/03/12 19:59:21,949.06,27.83,7.33,8.00,4.68,74.41,7.36,1851,
2020/03/12 20:04:21,949.18,28.31,7.03,7.75,4.68,74.30,7.57,1913,
2020/03/12 20:09:21,949.17,28.51,6.86,7.50,4.68,74.74,7.31,1938,
2020/03/12 20:14:21,949.34,28.65,6.71,7.50,4.68,75.25,7.28,1938,
2020/03/12 20:19:21,949.29,28.75,6.65,7.50,4.68,74.91,7.25,1916,
2020/03/12 20:24:21,949.46,28.68,6.68,7.25,4.68,74.87,7.31,1927,
2020/03/12 20:29:21,949.41,28.58,6.81,7.50,4.68,74.27,7.25,1931,
2020/03/12 20:34:21,949.44,28.41,6.90,7.75,4.68,75.65,7.14,1911,
2020/03/12 20:39:21,949.40,28.35,6.99,7.75,4.68,75.09,7.28,1923,
2020/03/12 20:44:21,949.37,28.58,7.21,8.00,4.68,74.11,7.47,1915,
2020/03/12 20:49:21,949.34,28.38,7.62,8.25,4.68,74.13,7.90,1933,
2020/03/12 20:54:21,949.58,28.16,7.96,8.75,4.68,74.01,7.83,1917,
2020/03/12 20:59:21,949.11,28.00,8.94,9.75,4.68,72.52,7.90,1927,
2020/03/12 21:04:21,949.32,27.02,9.91,10.75,4.68,72.64,8.36,1915,
2020/03/12 21:09:21,948.87,25.53,10.41,11.00,4.68,74.24,7.52,1934,
2020/03/12 21:14:21,949.10,25.45,9.47,10.25,4.68,75.15,7.31,1939,
2020/03/12 21:19:21,949.23,26.13,8.52,9.25,4.68,75.59,7.21,1931,
2020/03/12 21:24:21,949.24,26.76,7.77,8.50,4.68,76.48,7.32,1921,
2020/03/12 21:29:21,949.27,27.57,7.22,8.00,4.68,75.16,7.27,1912,
2020/03/12 21:34:21,949.36,28.00,6.89,7.50,4.68,75.38,7.08,1953,
2020/03/12 21:39:21,949.37,28.34,6.82,7.50,4.68,74.95,7.13,1880,
2020/03/12 21:44:21,949.38,28.19,6.79,7.50,4.68,75.40,6.93,1894,
2020/03/12 21:49:21,949.50,28.29,6.70,7.50,4.68,74.77,7.27,1914,
2020/03/12 21:54:21,949.44,28.46,6.72,7.50,4.68,73.75,7.27,1915,
2020/03/12 21:59:21,949.49,28.37,6.77,7.50,4.68,74.67,7.12,1909,
2020/03/12 22:04:21,949.48,28.30,6.77,7.50,4.68,74.40,7.01,1916,
2020/03/12 22:09:21,949.57,28.31,6.75,7.50,4.68,73.44,7.19,1913,
2020/03/12 22:14:21,949.70,28.31,6.77,7.50,4.68,73.81,7.30,1907,
2020/03/12 22:19:21,949.74,28.44,6.84,7.50,4.68,73.16,7.69,1912,
2020/03/12 22:24:21,949.88,28.60,6.91,7.75,4.68,70.94,8.29,1920,
2020/03/12 22:29:21,949.74,28.52,6.98,7.75,4.68,73.72,7.45,1938,
2020/03/12 22:34:21,949.79,28.44,6.82,7.50,4.68,74.52,7.58,1912,
2020/03/12 22:39:21,949.65,28.67,6.71,7.50,4.68,74.16,7.35,1901,
2020/03/12 22:44:21,949.84,28.80,6.62,7.25,4.68,74.45,7.81,1925,
2020/03/12 22:49:21,949.82,28.92,6.56,7.25,4.68,71.13,7.77,1889,
2020/03/12 22:54:21,949.91,29.06,6.57,7.25,4.68,69.97,7.70,1888,
2020/03/12 22:59:21,949.93,29.04,6.54,7.25,4.68,71.13,7.31,1919,
2020/03/12 23:04:21,949.95,29.00,6.47,7.25,4.68,71.33,7.24,1923,
2020/03/12 23:09:21,950.03,29.03,6.42,7.25,4.68,70.71,7.52,1915,
2020/03/12 23:14:21,949.88,29.10,6.40,7.25,4.68,70.24,7.36,1923,
2020/03/12 23:19:21,950.05,29.01,6.35,7.00,4.68,72.71,7.30,1929,
2020/03/12 23:24:21,949.84,28.82,6.18,6.75,4.68,75.82,6.80,1925,
2020/03/12 23:29:21,950.31,28.85,5.91,6.75,4.68,76.44,7.36,1925,
2020/03/12 23:34:21,950.21,29.30,5.89,6.75,4.68,71.27,7.87,1901,
2020/03/12 23:39:21,950.09,29.30,5.92,6.50,4.68,70.01,7.69,1884,
2020/03/12 23:44:21,950.24,29.37,5.97,6.75,4.68,69.34,7.84,1957,
2020/03/12 23:49:21,950.24,29.32,6.00,6.75,4.68,71.10,7.56,1966,
2020/03/12 23:54:21,950.23,28.97,5.89,6.75,4.68,76.15,6.51,1979,
2020/03/12 23:59:21,950.36,29.06,5.67,6.50,4.68,71.62,7.01,1902,
2020/03/13 00:04:21,950.50,29.15,5.61,6.25,4.68,72.60,7.16,1919,
2020/03/13 00:09:21,950.64,29.18,5.62,6.50,4.68,71.27,7.16,1919,
2020/03/13 00:14:21,950.56,29.10,5.64,6.50,4.68,77.99,6.43,1931,
2020/03/13 00:19:21,950.95,28.97,5.50,6.25,4.68,80.61,6.94,1935,
2020/03/13 00:24:21,951.16,29.18,5.53,6.25,4.68,73.50,7.41,1909,
2020/03/13 00:29:21,951.15,29.70,5.82,6.50,4.68,65.34,8.60,1903,
2020/03/13 00:34:21,950.52,29.39,6.15,7.00,4.68,72.49,7.01,1910,
2020/03/13 00:39:21,950.63,28.85,5.97,6.75,4.68,77.77,7.25,1923,
2020/03/13 00:44:21,950.85,28.97,5.73,6.50,4.68,73.32,7.96,1929,
2020/03/13 00:49:21,951.04,30.46,6.06,6.75,4.68,62.37,9.73,1878,
2020/03/13 00:54:21,950.56,29.84,6.73,7.50,4.68,65.39,8.55,1868,
2020/03/13 00:59:21,950.84,29.53,6.90,7.75,4.68,64.87,9.11,1901,
2020/03/13 01:04:21,950.70,29.63,7.04,7.75,4.68,63.98,8.79,1906,
2020/03/13 01:09:21,951.18,29.64,7.14,7.75,4.68,63.84,9.28,1881,
2020/03/13 01:14:21,950.93,29.84,7.51,8.25,4.68,62.84,9.39,1911,
2020/03/13 01:19:21,951.10,29.78,7.78,8.50,4.68,61.25,10.13,1925,
2020/03/13 01:24:21,950.88,29.44,7.99,8.75,4.68,62.74,9.50,1920,
2020/03/13 01:29:21,951.44,29.66,8.03,8.75,4.68,60.75,11.09,1956,
2020/03/13 01:34:21,950.88,29.50,8.25,9.00,4.69,62.21,9.73,1914,
2020/03/13 01:39:21,951.03,29.51,8.36,9.00,4.68,61.25,10.23,1917,
2020/03/13 01:44:21,950.74,29.47,8.53,9.25,4.68,61.71,9.66,1919,
2020/03/13 01:49:21,950.86,29.09,8.46,9.25,4.68,62.95,9.54,1925,
2020/03/13 01:54:21,950.81,29.31,8.36,9.00,4.68,61.36,9.66,1936,
2020/03/13 01:59:21,950.84,29.20,8.32,9.25,4.68,62.32,9.57,1907,
2020/03/13 02:04:21,950.85,29.24,8.19,9.00,4.68,62.34,9.42,1929,
2020/03/13 02:09:21,950.86,29.37,8.10,8.75,4.68,62.32,9.28,1922,
2020/03/13 02:14:21,951.14,29.50,8.05,8.75,4.68,60.06,10.24,1944,
2020/03/13 02:19:21,950.94,29.33,8.09,9.00,4.68,62.77,9.18,1843,
2020/03/13 02:24:21,950.90,29.34,7.95,8.75,4.68,62.47,9.09,1938,
2020/03/13 02:29:21,951.03,29.34,7.78,8.50,4.68,63.03,8.93,1891,
2020/03/13 02:34:21,951.07,29.38,7.64,8.50,4.68,62.77,8.97,1912,
2020/03/13 02:39:21,950.89,29.22,7.48,8.25,4.68,65.31,8.10,1928,
2020/03/13 02:44:21,950.88,28.94,7.12,7.75,4.68,66.90,7.60,1925,
2020/03/13 02:49:21,951.36,29.14,6.68,7.50,4.68,65.06,8.53,1917,
2020/03/13 02:54:21,951.16,29.47,6.64,7.25,4.68,65.55,8.05,1921,
2020/03/13 02:59:21,951.13,29.37,6.57,7.25,4.68,66.08,7.91,1927,
2020/03/13 03:04:21,951.24,29.10,6.35,7.00,4.68,67.96,7.73,1924,
2020/03/13 03:09:21,951.17,29.16,6.21,7.00,4.68,68.60,7.28,1910,
