Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF,,,,,,,,,,
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Humidity [%],Temp,Distance [mm],Dist_cor,
10/01/2021 09:20,976.71,83.11,0.76,1.5,4.71,99.99,1.28,1700,1700,
10/01/2021 09:25,976.82,82.83,0.63,1.5,4.71,99.99,1.05,1695,1695,
10/01/2021 09:30,976.92,82.82,0.51,1.25,4.71,99.99,1,1699,1699,
10/01/2021 09:35,976.92,83,0.44,1,4.71,99.99,1.07,1698,1698,
10/01/2021 09:40,977.03,83.14,0.41,1.25,4.71,99.99,1.11,1698,1698,
10/01/2021 09:45,976.95,83.19,0.41,1.25,4.7,99.99,0.99,1690,1690,
10/01/2021 09:50,977.05,83.19,0.37,1.25,4.71,99.99,1.04,1688,1688,
10/01/2021 09:55,977.08,83.28,0.36,1,4.7,99.99,1.03,1686,1686,
10/01/2021 10:00,977.11,83.36,0.37,1,4.71,99.99,1.11,1687,1687,
10/01/2021 10:05,977.16,83.44,0.41,1,4.71,99.99,1.11,1687,1687,
10/01/2021 10:10,977.05,83.38,0.43,1,4.71,99.99,0.97,1692,1692,
10/01/2021 10:15,977.11,83.12,0.39,1.25,4.7,99.99,0.78,1687,1687,
10/01/2021 10:20,977.08,83.18,0.35,1,4.71,99.99,0.78,1682,1682,
10/01/2021 10:25,977.23,83.18,0.32,1,4.7,99.99,0.76,1690,1690,
10/01/2021 10:30,977.18,83.25,0.31,1,4.71,99.99,0.69,1689,1689,
10/01/2021 10:35,977.21,83.24,0.28,1,4.71,99.99,0.76,1689,1689,
10/01/2021 10:40,977.43,83.61,0.34,1,4.71,99.99,1.22,1685,1685,
10/01/2021 10:45,977.38,83.69,0.45,1.25,4.71,99.99,1.16,1694,1694,
10/01/2021 10:50,977.35,83.74,0.53,1.25,4.7,99.99,1.2,1691,1691,
10/01/2021 10:55,977.48,83.73,0.58,1.25,4.71,99.99,1.35,1692,1692,
10/01/2021 11:00,977.45,83.83,0.66,1.5,4.71,99.99,1.43,1687,1687,
10/01/2021 11:05,977.47,83.99,0.74,1.5,4.71,99.99,1.51,1680,1680,
10/01/2021 11:10,977.5,84.01,0.82,1.5,4.71,99.37,1.59,1657,1657,
10/01/2021 11:15,977.58,84.45,0.94,1.5,4.71,97.7,2.12,1663,1663,
10/01/2021 11:20,977.46,84.43,1.12,2,4.71,97.2,1.76,1653,1653,
10/01/2021 11:25,977.55,84.38,1.25,2,4.71,97.42,1.82,1675,1675,
10/01/2021 11:30,977.73,84.4,1.38,2.25,4.71,97.79,1.92,1677,1677,
10/01/2021 11:35,977.78,84.92,1.62,2.25,4.71,98,2.27,1682,1682,
10/01/2021 11:40,977.7,85.39,1.95,2.75,4.71,96.41,2.62,1680,1680,
10/01/2021 11:45,977.54,84.43,2.2,3,4.71,97.2,2.47,1684,1684,
10/01/2021 11:50,977.61,83.97,2.31,3,4.71,97.66,2.45,1687,1687,
10/01/2021 11:55,977.72,84.23,2.39,3.25,4.71,97.34,2.7,1687,1687,
10/01/2021 12:00,977.57,84.06,2.5,3.25,4.71,97.39,2.62,1683,1683,
10/01/2021 12:05,977.68,83.98,2.55,3.25,4.71,97.41,2.85,1679,1679,
10/01/2021 12:10,977.64,84.35,2.69,3.5,4.71,96.74,2.97,1684,1684,
10/01/2021 12:15,977.78,84.78,2.87,3.5,4.71,95.31,3.24,1678,1678,
10/01/2021 12:20,977.56,84.43,3.08,3.75,4.71,94.96,3.06,1675,1675,
10/01/2021 12:25,977.31,83.16,3.06,3.75,4.71,96.75,2.41,1678,1678,
10/01/2021 12:30,977.3,81.67,2.74,3.5,4.71,98.5,1.76,1676,1676,
10/01/2021 12:35,977.56,81.51,2.34,3,4.71,99.54,1.65,1683,1683,
10/01/2021 12:40,977.65,82.15,2.08,2.75,4.71,99.47,1.67,1689,1689,
10/01/2021 12:45,977.71,82.62,1.97,2.75,4.71,99.54,1.73,1686,1686,
10/01/2021 12:50,977.72,82.75,1.92,2.75,4.71,99.4,1.55,1685,1685,
10/01/2021 12:55,977.75,82.75,1.84,2.5,4.71,99.99,1.5,1683,1683,
10/01/2021 13:00,978.16,83.39,1.84,2.5,4.71,99.61,1.72,1674,1674,
10/01/2021 13:05,977.93,85.03,2.23,3,4.71,97.85,2.23,1697,1697,
10/01/2021 13:10,977.82,83.96,2.59,3.25,4.71,97.61,2.08,1704,1704,
10/01/2021 13:15,977.74,83.56,2.74,3.5,4.71,97.14,2.09,1702,1702,
10/01/2021 13:20,977.92,83.55,2.92,3.75,4.71,96.39,2.17,1699,1699,
10/01/2021 13:25,977.47,81.87,2.97,3.75,4.71,98.57,1.65,1701,1701,
10/01/2021 13:30,977.48,80.77,2.7,3.5,4.71,99.99,1.23,1716,1716,
10/01/2021 13:35,977.73,80.66,2.27,3,4.71,99.99,1.22,1723,1723,
10/01/2021 13:40,977.73,81.05,1.88,2.75,4.71,99.99,1.04,1682,1682,
10/01/2021 13:45,977.98,81.62,1.6,2.25,4.71,99.99,0.97,1682,1682,
10/01/2021 13:50,977.96,82.21,1.43,2,4.7,99.99,1,1680,1680,
10/01/2021 13:55,977.94,82.78,1.4,2.25,4.71,99.99,0.97,1680,1680,
10/01/2021 14:00,977.95,82.67,1.33,2,4.7,99.99,0.92,1682,1682,
10/01/2021 14:05,978.03,82.81,1.27,2,4.71,99.99,1,1685,1685,
10/01/2021 14:10,977.8,83.05,1.32,2,4.71,99.99,0.94,1687,1687,
10/01/2021 14:15,977.89,82.89,1.28,2,4.71,99.99,0.99,1687,1687,
10/01/2021 14:20,977.65,82.83,1.27,2,4.71,99.99,0.82,1688,1688,
10/01/2021 14:25,977.86,82.39,1.09,1.75,4.71,99.99,0.67,1685,1685,
10/01/2021 14:30,977.98,82.5,0.89,1.75,4.71,99.99,0.67,1692,1692,
10/01/2021 14:35,977.94,82.62,0.75,1.5,4.7,99.99,0.5,1697,1697,
10/01/2021 14:40,977.99,82.77,0.58,1.25,4.7,99.99,0.53,1712,1712,
10/01/2021 14:45,977.86,83.06,0.5,1.25,4.7,99.99,0.49,1711,1711,
10/01/2021 14:50,977.95,83.07,0.43,1.25,4.7,99.99,0.45,1714,1714,
10/01/2021 14:55,978.07,83.21,0.36,1,4.7,99.99,0.45,1710,1710,
10/01/2021 15:00,978.11,83.32,0.32,1,4.71,99.99,0.45,1714,1714,
10/01/2021 15:05,978.2,83.39,0.28,1,4.7,99.99,0.5,1709,1709,
10/01/2021 15:10,978.15,83.49,0.27,1,4.7,99.99,0.43,1704,1704,
10/01/2021 15:15,978.26,83.47,0.24,1,4.71,99.99,0.45,1713,1713,
10/01/2021 15:20,978.23,83.48,0.2,1,4.7,99.99,0.42,1711,1711,
10/01/2021 15:25,978.32,83.5,0.17,1,4.7,99.99,0.41,1700,1700,
10/01/2021 15:30,978.31,83.53,0.13,1,4.7,99.99,0.39,1706,1706,
10/01/2021 15:35,978.42,83.55,0.1,1,4.7,99.99,0.38,1704,1704,
10/01/2021 15:40,978.38,83.58,0.07,0.75,4.7,99.99,0.3,1701,1701,
10/01/2021 15:45,978.46,83.59,0.05,0.75,4.7,99.99,0.3,1702,1702,
10/01/2021 15:50,978.47,83.64,0.04,0.75,4.7,99.99,0.3,1704,1704,
10/01/2021 15:55,978.4,83.62,0.02,0.75,4.7,99.99,0.19,1703,1703,
10/01/2021 16:00,978.27,83.58,-0.03,0.75,4.71,99.99,0.08,1705,1705,
10/01/2021 16:05,978.31,83.47,-0.11,0.75,4.7,99.99,0,1702,1702,
10/01/2021 16:10,978.35,83.44,-0.2,0.5,4.7,99.99,-0.04,1708,1708,
10/01/2021 16:15,978.43,83.54,-0.25,0.5,4.7,99.99,-0.01,1704,1704,
10/01/2021 16:20,978.49,83.6,-0.27,0.5,4.7,99.99,-0.01,1707,1707,
10/01/2021 16:25,978.49,83.56,-0.29,0.5,4.7,99.99,-0.05,1703,1703,
10/01/2021 16:30,978.44,83.63,-0.31,0.25,4.7,99.99,-0.12,1710,1710,
10/01/2021 16:35,978.5,83.65,-0.36,0.25,4.7,99.99,-0.11,1712,1712,
10/01/2021 16:40,978.48,83.7,-0.38,0.25,4.7,99.99,-0.13,1714,1714,
10/01/2021 16:45,978.37,83.7,-0.4,0.25,4.7,99.99,-0.2,1722,1722,
10/01/2021 16:50,978.5,83.6,-0.46,0.25,4.7,99.99,-0.16,1723,1723,
10/01/2021 16:55,978.48,83.68,-0.49,0.25,4.7,99.99,-0.23,1718,1718,
10/01/2021 17:00,978.41,83.66,-0.54,0.25,4.7,99.99,-0.29,1711,1711,
10/01/2021 17:05,978.37,83.7,-0.59,0.25,4.7,99.99,-0.27,1711,1711,
10/01/2021 17:10,978.27,83.7,-0.62,0,4.7,99.99,-0.36,1701,1701,
10/01/2021 17:15,978.27,83.76,-0.65,0,4.7,99.99,-0.39,1707,1707,
10/01/2021 17:20,978.44,83.74,-0.69,0,4.7,99.99,-0.39,1704,1704,
10/01/2021 17:25,978.45,83.82,-0.72,0,4.7,99.99,-0.34,1706,1706,
10/01/2021 17:30,978.41,83.84,-0.73,0,4.7,99.99,-0.38,1699,1699,
10/01/2021 17:35,978.56,83.84,-0.76,0,4.7,99.99,-0.38,1699,1699,
10/01/2021 17:40,978.58,83.9,-0.78,0,4.7,99.99,-0.32,1696,1696,
10/01/2021 17:45,978.57,84,-0.76,0,4.7,99.99,-0.25,1695,1695,
10/01/2021 17:50,978.57,84.03,-0.72,0,4.7,99.99,-0.25,1701,1701,
10/01/2021 17:55,978.45,84.09,-0.68,0,4.7,99.99,-0.23,1704,1704,
10/01/2021 18:00,978.4,84.07,-0.65,0,4.7,99.99,-0.21,1698,1698,
10/01/2021 18:05,978.36,84.09,-0.63,0,4.7,99.99,-0.23,1697,1697,
10/01/2021 18:10,978.45,83.97,-0.61,0,4.7,99.99,-0.23,1698,1698,
10/01/2021 18:15,978.31,83.99,-0.62,0.25,4.7,99.99,-0.24,1695,1695,
10/01/2021 18:20,978.35,83.93,-0.63,0,4.7,99.99,-0.25,1690,1690,
10/01/2021 18:25,978.35,83.95,-0.64,0.25,4.7,99.99,-0.25,1688,1688,
10/01/2021 18:30,978.48,83.94,-0.66,0,4.7,99.99,-0.23,1691,1691,
10/01/2021 18:35,978.45,84.08,-0.65,0,4.7,99.99,-0.17,1691,1691,
10/01/2021 18:40,978.41,84.11,-0.62,0.25,4.7,99.99,-0.17,1679,1679,
10/01/2021 18:45,978.23,83.93,-0.64,0.25,4.7,99.99,-0.27,1744,1744,
10/01/2021 18:50,978.24,83.88,-0.71,0,4.7,99.99,-0.36,9999,9999,
10/01/2021 18:55,978.25,83.88,-0.77,0,4.7,99.99,-0.36,1669,1669,
10/01/2021 19:00,978.31,83.91,-0.81,0,4.7,99.99,-0.36,1691,1691,
10/01/2021 19:05,978.41,83.94,-0.85,0,4.7,99.99,-0.4,1762,1762,
10/01/2021 19:10,978.32,83.97,-0.87,0,4.7,99.99,-0.42,1695,1695,
10/01/2021 19:15,978.32,83.98,-0.91,0,4.7,99.99,-0.36,1693,1693,
10/01/2021 19:20,978.24,83.99,-0.9,-1.75,4.7,99.99,-0.4,1696,1696,
10/01/2021 19:25,978.18,84.01,-0.91,-1.75,4.7,99.99,-0.42,1760,1760,
10/01/2021 19:30,978.25,83.96,-0.94,-1.75,4.7,99.99,-0.47,1696,1696,
10/01/2021 19:35,978.24,83.96,-0.96,-1.75,4.7,99.99,-0.48,1696,1696,
10/01/2021 19:40,978.2,83.97,-0.97,-1.75,4.7,99.99,-0.55,1693,1693,
10/01/2021 19:45,978.38,83.94,-1,-1.75,4.7,99.99,-0.48,1699,1699,
10/01/2021 19:50,978.19,83.96,-1.01,-1.75,4.7,99.99,-0.55,1695,1695,
10/01/2021 19:55,978.22,83.95,-1.03,-1.75,4.7,99.99,-0.58,1695,1695,
10/01/2021 20:00,978.23,83.97,-1.04,-1.75,4.7,99.99,-0.51,1697,1697,
10/01/2021 20:05,978.13,83.96,-1.04,-1.5,4.7,99.99,-0.54,1695,1695,
10/01/2021 20:10,978.07,83.97,-1.05,-1.75,4.7,99.99,-0.52,1696,1696,
10/01/2021 20:15,978.17,83.98,-1.06,-1.75,4.7,99.99,-0.51,1755,1755,
10/01/2021 20:20,978.12,83.99,-1.07,-1.75,4.7,99.99,-0.58,1696,1696,
10/01/2021 20:25,978.08,83.96,-1.08,-1.75,4.7,99.99,-0.58,1697,1697,
10/01/2021 20:30,978.15,83.95,-1.09,-1.75,4.7,99.99,-0.54,1696,1696,
10/01/2021 20:35,978.18,83.96,-1.08,-1.75,4.7,99.99,-0.51,1695,1695,
10/01/2021 20:40,978.17,83.94,-1.06,-1.75,4.7,99.99,-0.52,1699,1699,
10/01/2021 20:45,978.17,83.95,-1.03,-1.75,4.7,99.99,-0.5,1696,1696,
10/01/2021 20:50,978.13,83.94,-1.02,-1.75,4.7,99.99,-0.52,1728,1728,
10/01/2021 20:55,978.08,83.93,-1,-1.75,4.7,99.99,-0.5,1729,1729,
10/01/2021 21:00,978.07,83.89,-0.99,-1.75,4.7,99.87,-0.47,1707,1707,
10/01/2021 21:05,978.06,83.88,-0.98,-1.75,4.7,99.7,-0.46,1720,1720,
10/01/2021 21:10,978.05,83.89,-0.99,-1.75,4.7,99.77,-0.47,1717,1717,
10/01/2021 21:15,978.1,83.87,-0.98,-1.75,4.7,99.72,-0.47,1746,1746,
10/01/2021 21:20,978.08,83.86,-0.98,-1.75,4.7,99.62,-0.47,1719,1719,
10/01/2021 21:25,978.05,83.88,-0.98,-1.75,4.7,99.83,-0.46,1704,1704,
10/01/2021 21:30,977.93,83.84,-1,-1.75,4.7,99.99,-0.52,1709,1709,
10/01/2021 21:35,977.9,83.83,-1,-1.75,4.7,99.99,-0.48,1716,1716,
10/01/2021 21:40,977.72,83.81,-1,-1.75,4.7,99.99,-0.54,1731,1731,
10/01/2021 21:45,977.57,83.8,-1.02,-1.75,4.7,99.99,-0.58,1720,1720,
10/01/2021 21:50,977.51,83.79,-1.03,-1.75,4.7,99.99,-0.55,1725,1725,
10/01/2021 21:55,977.48,83.76,-1.05,-1.75,4.7,99.99,-0.58,1714,1714,
10/01/2021 22:00,977.39,83.74,-1.07,-1.75,4.7,99.99,-0.62,1717,1717,
10/01/2021 22:05,977.4,83.74,-1.09,-1.75,4.7,99.99,-0.65,1732,1732,
10/01/2021 22:10,977.44,83.79,-1.12,-1.5,4.7,99.99,-0.61,1717,1717,
10/01/2021 22:15,977.39,83.83,-1.11,-1.75,4.7,99.99,-0.59,1725,1725,
10/01/2021 22:20,977.28,83.81,-1.1,-1.5,4.7,99.9,-0.62,1726,1726,
10/01/2021 22:25,977.4,83.72,-1.13,-1.5,4.7,99.99,-0.63,1721,1721,
10/01/2021 22:30,977.56,83.7,-1.17,-1.5,4.7,99.99,-0.73,1711,1711,
10/01/2021 22:35,977.44,83.77,-1.24,-1.5,4.7,99.99,-0.75,1721,1721,
10/01/2021 22:40,977.56,83.9,-1.26,-1.5,4.7,99.99,-0.65,1712,1712,
10/01/2021 22:45,977.41,83.95,-1.19,-1.5,4.7,99.99,-0.62,1711,1711,
10/01/2021 22:50,977.41,83.89,-1.15,-1.75,4.7,99.99,-0.65,1703,1703,
10/01/2021 22:55,977.43,83.83,-1.13,-1.5,4.7,99.99,-0.7,1716,1716,
10/01/2021 23:00,977.43,83.75,-1.17,-1.5,4.7,99.99,-0.7,1722,1722,
10/01/2021 23:05,977.39,83.81,-1.22,-1.5,4.7,99.99,-0.74,1712,1712,
10/01/2021 23:10,977.49,83.84,-1.28,-1.5,4.7,99.99,-0.79,1713,1713,
10/01/2021 23:15,977.52,83.88,-1.32,-1.5,4.7,99.99,-0.86,1727,1727,
10/01/2021 23:20,977.64,83.92,-1.35,-1.5,4.7,99.99,-0.84,1727,1727,
10/01/2021 23:25,977.51,83.95,-1.37,-1.5,4.7,99.99,-0.82,1730,1730,
10/01/2021 23:30,977.59,83.96,-1.37,-1.25,4.7,99.99,-0.86,1721,1721,
10/01/2021 23:35,977.51,83.97,-1.38,-1.5,4.7,99.99,-0.81,1727,1727,
10/01/2021 23:40,977.42,83.99,-1.38,-1.25,4.7,99.99,-0.85,1720,1720,
10/01/2021 23:45,977.36,83.97,-1.39,-1.25,4.7,99.99,-0.89,1719,1719,
10/01/2021 23:50,977.26,83.94,-1.4,-1.25,4.7,99.99,-0.89,1720,1720,
10/01/2021 23:55,977.17,83.91,-1.43,-1.25,4.7,99.99,-0.95,1719,1719,
11/01/2021 00:00,977.13,83.9,-1.46,-1.25,4.7,99.99,-1.02,1722,1722,
30/01/2021 19:47,975.05,89.12,1.36,2,4.6,98.97,1.43,9999,9999,
30/01/2021 19:52,975.39,94.4,1.45,2.25,4.6,98.89,1.32,2011,2011,
30/01/2021 19:57,975.66,93.82,1.5,2.25,4.6,98.72,1.36,2008,2008,
30/01/2021 20:02,975.73,93.22,1.44,2.25,4.6,99.01,1.23,2064,2064,
30/01/2021 20:07,975.6,92.91,1.27,2,4.6,99.52,1.19,2004,2004,
30/01/2021 20:12,975.57,92.93,1.1,1.75,4.6,99.99,1.09,2002,2002,
30/01/2021 20:17,975.61,93.05,0.95,1.75,4.6,99.91,1.09,2006,2006,
30/01/2021 20:22,975.58,93.24,0.83,1.75,4.6,99.99,0.99,2009,2009,
30/01/2021 20:27,975.64,93.36,0.73,1.5,4.6,99.99,0.99,2007,2007,
30/01/2021 20:32,975.56,93.55,0.65,1.5,4.6,99.99,0.97,2010,2010,
30/01/2021 20:37,975.46,93.67,0.61,1.25,4.6,99.99,1.01,2003,2003,
30/01/2021 20:42,975.33,93.85,0.61,1.5,4.59,99.99,0.94,9999,9999,
30/01/2021 20:47,975.32,93.96,0.59,1.25,4.59,99.99,0.97,2011,2011,
30/01/2021 20:52,975.29,94.05,0.6,1.5,4.59,99.99,1.03,2008,2008,
30/01/2021 20:57,975.25,94.14,0.61,1.25,4.59,99.99,1.11,2009,2009,
30/01/2021 21:02,975.19,94.19,0.68,1.5,4.59,99.12,1.26,2007,2007,
30/01/2021 21:07,975.24,94.23,0.8,1.75,4.59,98.2,1.43,2005,2005,
30/01/2021 21:12,975.13,94.38,0.98,1.75,4.59,97.58,1.65,2006,2006,
30/01/2021 21:17,974.87,94.35,1.13,2,4.59,99.37,1.26,2002,2002,
30/01/2021 21:22,974.89,94.24,1.08,1.75,4.59,99.99,1.16,9999,9999,
30/01/2021 21:27,974.81,94.23,0.99,1.75,4.59,99.99,1.2,9999,9999,
30/01/2021 21:32,974.9,94.29,0.97,1.75,4.59,99.99,1.11,9999,9999,
30/01/2021 21:37,974.8,94.31,0.96,1.75,4.59,99.99,1.07,2030,2030,
30/01/2021 21:42,974.55,94.09,0.85,1.5,4.59,99.99,0.85,2018,2018,
30/01/2021 21:47,974.76,94,0.69,1.5,4.59,99.99,0.85,1996,1996,
30/01/2021 21:52,974.67,94.03,0.58,1.25,4.59,99.99,0.82,9999,9999,
30/01/2021 21:57,974.48,94.1,0.51,1.25,4.59,99.99,0.89,1995,1995,
30/01/2021 22:02,974.28,94.15,0.51,1.25,4.59,99.99,0.89,1998,1998,
30/01/2021 22:07,974.04,94.17,0.51,1.25,4.59,99.99,0.92,1995,1995,
30/01/2021 22:12,974.02,94.19,0.49,1.25,4.59,99.99,0.84,1997,1997,
30/01/2021 22:17,974.05,94.21,0.46,1.25,4.59,99.99,0.86,9999,9999,
30/01/2021 22:22,974.08,94.25,0.44,1.25,4.58,99.99,0.88,1997,1997,
30/01/2021 22:27,974.29,94.29,0.43,1.25,4.58,99.99,0.94,9999,9999,
30/01/2021 22:32,974.29,94.3,0.41,1.25,4.58,99.99,0.89,1994,1994,
30/01/2021 22:37,974.35,94.33,0.38,1.25,4.58,99.99,0.89,1984,1984,
30/01/2021 22:42,974.33,94.37,0.36,1.25,4.58,99.99,0.96,1980,1980,
30/01/2021 22:47,974.2,94.39,0.35,1.25,4.58,99.99,1,9999,9999,
30/01/2021 22:52,974.16,94.44,0.35,1.25,4.58,99.99,1.08,9999,9999,
30/01/2021 22:57,974.27,94.49,0.39,1.25,4.58,99.99,1.22,1983,1983,
30/01/2021 23:02,974.23,94.53,0.44,1.25,4.58,99.99,1.27,9999,9999,
30/01/2021 23:07,974.4,94.54,0.51,1.25,4.58,98.9,1.39,9999,9999,
30/01/2021 23:12,974.41,94.58,0.56,1.25,4.58,97.18,1.4,1985,1985,
30/01/2021 23:17,974.53,94.69,0.65,1.5,4.58,93.33,1.58,1998,1998,
30/01/2021 23:22,974.49,94.67,0.72,1.5,4.58,95.63,1.42,1983,1983,
30/01/2021 23:27,974.48,94.61,0.69,1.5,4.58,97.45,1.24,1981,1981,
30/01/2021 23:32,974.47,94.58,0.64,1.25,4.58,96.76,1.34,1986,1986,
30/01/2021 23:37,974.46,94.68,0.65,1.5,4.58,96.54,1.36,9999,9999,
30/01/2021 23:42,974.51,94.67,0.66,1.5,4.58,98.05,1.22,9999,9999,
30/01/2021 23:47,974.46,94.67,0.63,1.25,4.58,97.91,1.15,1981,1981,
30/01/2021 23:52,974.48,94.68,0.58,1.25,4.58,97.39,1.11,1985,1985,
30/01/2021 23:57,974.53,94.66,0.54,1.25,4.58,96.09,1.17,2001,2001,
31/01/2021 00:02,974.59,94.64,0.53,1.25,4.58,95.72,1.22,1999,1999,
31/01/2021 00:07,974.5,94.61,0.51,1.25,4.58,95.68,1.19,9999,9999,
31/01/2021 00:12,974.46,94.67,0.51,1.25,4.58,95.34,1.24,2000,2000,
31/01/2021 00:17,974.21,94.64,0.5,1.25,4.58,95.56,1.22,9999,9999,
31/01/2021 00:22,974.13,94.63,0.49,1.25,4.58,94.54,1.3,1992,1992,
31/01/2021 00:27,974.33,94.65,0.49,1.25,4.58,96.58,1.12,1980,1980,
31/01/2021 00:32,974.42,94.64,0.46,1.25,4.58,97.43,1.01,9999,9999,
31/01/2021 00:37,974.39,94.62,0.4,1.25,4.58,98.13,0.96,9999,9999,
31/01/2021 00:42,974.46,94.6,0.34,1.25,4.58,98.77,0.9,1996,1996,
31/01/2021 00:47,974.41,94.56,0.24,1,4.58,99.56,0.81,2002,2002,
31/01/2021 00:52,974.55,94.54,0.14,1,4.58,99.22,0.86,2014,2014,
31/01/2021 00:57,974.53,94.57,0.13,1,4.58,99.15,0.85,1995,1995,
31/01/2021 01:02,974.5,94.6,0.13,1,4.58,99.74,0.81,1992,1992,
31/01/2021 01:07,974.52,94.59,0.14,1,4.58,99.99,0.77,2000,2000,
31/01/2021 01:12,974.57,94.58,0.14,1,4.58,99.99,0.74,2000,2000,
31/01/2021 01:17,974.59,94.56,0.12,1,4.58,99.99,0.74,9999,9999,
31/01/2021 01:22,974.6,94.55,0.1,1,4.58,99.99,0.73,2012,2012,
31/01/2021 01:27,974.56,94.57,0.08,0.75,4.58,99.99,0.7,2000,2000,
31/01/2021 01:32,974.63,94.56,0.07,0.75,4.58,99.99,0.74,2002,2002,
31/01/2021 01:37,974.7,94.58,0.06,0.75,4.58,99.99,0.78,9999,9999,
31/01/2021 01:42,974.74,94.58,0.08,0.75,4.58,99.99,0.8,9999,9999,
31/01/2021 01:47,974.77,94.58,0.08,0.75,4.58,99.99,0.74,9999,9999,
31/01/2021 01:52,974.65,94.55,0.07,0.75,4.58,99.76,0.73,2002,2002,
31/01/2021 01:57,974.73,94.55,0.06,0.75,4.58,99.14,0.74,1991,1991,
31/01/2021 02:02,974.75,94.59,0.07,0.75,4.58,98.79,0.76,9999,9999,
31/01/2021 02:07,974.74,94.61,0.07,0.75,4.58,98.89,0.74,9999,9999,
31/01/2021 02:12,974.75,94.62,0.07,0.75,4.58,98.71,0.78,1995,1995,
31/01/2021 02:17,974.47,94.62,0.07,0.75,4.58,98.9,0.77,2002,2002,
31/01/2021 02:22,974.41,94.58,0.07,1,4.58,99.32,0.7,1999,1999,
31/01/2021 02:27,974.2,94.58,0.05,1,4.58,99.29,0.69,1997,1997,
31/01/2021 02:32,974.31,94.58,0.04,0.75,4.58,98.81,0.74,1998,1998,
31/01/2021 02:37,974.33,94.6,0.03,0.75,4.58,98.46,0.78,9999,9999,
31/01/2021 02:42,974.39,94.61,0.05,0.75,4.58,98.02,0.8,1975,1975,
31/01/2021 02:47,974.55,94.61,0.07,0.75,4.58,97.56,0.85,9999,9999,
31/01/2021 02:52,974.57,94.63,0.08,0.75,4.58,98.01,0.82,2005,2005,
31/01/2021 02:57,974.72,94.61,0.09,0.75,4.58,97.54,0.85,1994,1994,
31/01/2021 03:02,974.71,94.61,0.1,1,4.58,98.01,0.82,1994,1994,
31/01/2021 03:07,974.65,94.57,0.09,1,4.58,98.52,0.76,1995,1995,
31/01/2021 03:12,974.51,94.57,0.07,0.75,4.58,98.74,0.72,1992,1992,
31/01/2021 03:17,974.47,94.58,0.05,0.75,4.58,98.3,0.74,1998,1998,
31/01/2021 03:22,974.28,94.57,0.04,0.75,4.58,99.99,0.58,1993,1993,
31/01/2021 03:27,974.18,94.54,0,0.75,4.58,99.99,0.59,1992,1992,
31/01/2021 03:32,974.24,94.52,-0.03,0.75,4.58,99.99,0.46,1997,1997,
31/01/2021 03:37,974.23,94.49,-0.09,0.75,4.58,99.99,0.45,1993,1993,
31/01/2021 03:42,974.05,94.46,-0.14,0.75,4.58,99.99,0.42,1995,1995,
31/01/2021 03:47,973.93,94.47,-0.18,0.75,4.58,99.99,0.41,1989,1989,
31/01/2021 03:52,973.99,94.43,-0.22,0.75,4.58,99.99,0.39,9999,9999,
31/01/2021 03:57,974.08,94.44,-0.26,0.5,4.58,99.99,0.38,9999,9999,
31/01/2021 04:02,974.05,94.43,-0.29,0.5,4.58,99.99,0.21,1988,1988,
31/01/2021 04:07,974.11,94.25,-0.42,0.25,4.58,99.99,0.06,1990,1990,
31/01/2021 04:12,974.3,94.13,-0.54,0.25,4.58,99.99,0.15,2013,2013,
31/01/2021 04:17,974.3,94.24,-0.6,0,4.58,99.99,0.27,1990,1990,
31/01/2021 04:22,974.3,94.38,-0.58,0.25,4.58,99.99,0.34,1985,1985,
31/01/2021 04:27,974.17,94.45,-0.55,0.25,4.58,99.99,0.33,9999,9999,
31/01/2021 04:32,974.08,94.47,-0.54,0.25,4.58,99.99,0.22,1983,1983,
31/01/2021 04:37,974.06,94.46,-0.58,0.25,4.58,99.99,0.1,1987,1987,
31/01/2021 04:42,973.96,94.41,-0.67,0,4.58,99.99,-0.04,1989,1989,
31/01/2021 04:47,973.79,94.43,-0.72,0,4.58,99.99,0.16,1992,1992,
31/01/2021 04:52,973.8,94.47,-0.72,0,4.58,99.99,0.15,1999,1999,
31/01/2021 04:57,973.72,94.5,-0.72,0,4.58,99.99,0.14,9999,9999,
31/01/2021 05:02,973.61,94.51,-0.74,0,4.58,99.99,0.03,1989,1989,
31/01/2021 05:07,973.47,94.52,-0.76,0,4.58,99.99,-0.08,1985,1985,
31/01/2021 05:12,973.29,94.48,-0.79,0,4.58,99.99,-0.12,1987,1987,
31/01/2021 05:17,973.44,94.48,-0.8,0,4.58,99.99,-0.08,1987,1987,
31/01/2021 05:22,973.46,94.48,-0.81,0,4.58,99.99,0.02,1994,1994,
31/01/2021 05:27,973.36,94.5,-0.81,0,4.58,99.99,0.02,1975,1975,
31/01/2021 05:32,973.4,94.5,-0.81,0,4.58,99.99,-0.01,2006,2006,
31/01/2021 05:37,973.21,94.52,-0.82,0,4.58,99.99,0.1,1992,1992,
31/01/2021 05:42,973.23,94.54,-0.79,0,4.58,99.99,0.21,1993,1993,
31/01/2021 05:47,973.04,94.58,-0.78,0,4.58,99.99,0.21,9999,9999,
31/01/2021 05:52,972.99,94.6,-0.74,0,4.58,99.99,0.25,1967,1967,
31/01/2021 05:57,972.85,94.63,-0.71,0,4.58,99.99,0.26,1988,1988,
